Geo Point,Geo Shape,Year,Official Code State,Official Name State,Iso 3166-3 Area Code,Type,United States Postal Service state abbreviation,State FIPS Code,State GNIS Code
"47.411613809724564, -120.5928034897229","{""coordinates"":[[[-117.032345,48.99920099906616],[-117.134897,48.998803999066155],[-117.211519,48.99938199906616],[-117.35153,49.000313999066165],[-117.368772,49.00030999906616],[-117.488258,49.00057999906617],[-117.637488,49.00073599906617],[-117.773432,49.00052699906617],[-117.894133,49.00041199906616],[-118.039003,49.00022799906616],[-118.173218,49.00006699906616],[-118.286823,49.00005399906616],[-118.389708,49.00004299906615],[-118.452873,49.00009299906616],[-118.549565,49.000068999066166],[-118.68932,49.00006199906617],[-118.803208,49.00007999906616],[-118.88002,49.000077999066164],[-118.974056,49.00008699906616],[-119.074297,49.00008299906616],[-119.157536,49.00008399906616],[-119.265588,49.00008299906616],[-119.342465,49.00008599906616],[-119.433436,49.00008599906616],[-119.502795,49.00008699906616],[-119.635807,49.000098999066154],[-119.731081,49.000108999066164],[-119.821504,48.99997099906617],[-119.919259,48.99974099906616],[-120.002506,48.99948599906617],[-120.037287,48.999446999066166],[-120.168714,48.999942999066164],[-120.261867,49.000215999066164],[-120.361837,49.00041899906616],[-120.482104,49.00054599906616],[-120.559481,49.00056799906618],[-120.669568,49.00010099906616],[-120.684582,49.00009899906616],[-120.80212,49.00026699906616],[-120.94944,49.00030999906616],[-121.062624,49.000216999066154],[-121.094951,49.00021899906616],[-121.205643,49.00061999906616],[-121.29759,49.00089999906617],[-121.334846,49.000915999066166],[-121.405109,48.999950999066165],[-121.526992,48.999511999066165],[-121.612977,48.99897999906616],[-121.741054,48.997303999066155],[-121.759572,48.99729899906615],[-121.874864,48.99915899906616],[-121.995554,49.00097399906616],[-122.09805,49.002417999066175],[-122.215746,49.00243899906618],[-122.318996,49.002369999066175],[-122.392175,49.00232099906617],[-122.476264,49.002273999066176],[-122.609397,49.00216399906618],[-122.67338,49.00212699906618],[-122.759706,49.002091999066174],[-122.825003,49.00214799906617],[-122.921866,49.002164999066174],[-123.038157,49.00207999906617],[-123.089348,49.00205999906617],[-123.24052,49.002119999066174],[-123.32224,49.00207199906617],[-123.217417,48.94521699906591],[-123.12328,48.89396499906568],[-123.008485,48.83121899906539],[-123.008486,48.76709899906511],[-123.057951,48.753217999065065],[-123.181497,48.718426999064896],[-123.267877,48.693992999064804],[-123.241928,48.61708199906447],[-123.218929,48.54870799906418],[-123.194295,48.50904599906403],[-123.159874,48.4535069990638],[-123.115138,48.422829999063666],[-123.171353,48.36440199906344],[-123.248435,48.284015999063136],[-123.318134,48.26993899906308],[-123.419553,48.249369999063],[-123.541216,48.224552999062915],[-123.679064,48.23999699906298],[-123.768642,48.255350999063026],[-123.858275,48.27063399906309],[-123.935146,48.28367799906314],[-124.012056,48.29667099906318],[-124.110375,48.32407599906328],[-124.208799,48.35139699906339],[-124.331977,48.385429999063525],[-124.442977,48.41594699906365],[-124.504701,48.43285399906372],[-124.603545,48.459835999063834],[-124.727247,48.49344499906397],[-124.730863,48.494667999063964],[-124.74974,48.49978299906399],[-124.763031,48.49978399906398],[-124.768371,48.49540299906399],[-124.77018,48.49194999906395],[-124.772085,48.486116999063924],[-124.772628,48.48011599906392],[-124.772262,48.473811999063884],[-124.769223,48.46680199906386],[-124.765279,48.46056199906384],[-124.760329,48.45542799906381],[-124.751358,48.44861499906378],[-124.747645,48.44707299906378],[-124.746194,48.44544799906376],[-124.757053,48.44344499906376],[-124.764949,48.44153999906376],[-124.773575,48.43852099906373],[-124.788558,48.432164999063716],[-124.801175,48.423241999063684],[-124.807732,48.41755399906366],[-124.812506,48.410637999063624],[-124.814815,48.405922999063606],[-124.817265,48.398388999063584],[-124.817912,48.39100299906355],[-124.816993,48.38547499906352],[-124.810104,48.36998799906347],[-124.80635,48.365548999063456],[-124.803394,48.362992999063444],[-124.803771,48.356939999063414],[-124.800532,48.34997799906339],[-124.796636,48.344125999063365],[-124.786135,48.33188299906331],[-124.770442,48.323536999063286],[-124.771233,48.316037999063255],[-124.767267,48.305140999063205],[-124.761387,48.29568799906317],[-124.768746,48.29024299906315],[-124.776914,48.28358799906314],[-124.786406,48.272290999063095],[-124.788742,48.26637199906306],[-124.790077,48.25971299906305],[-124.790925,48.249779999063],[-124.789426,48.24412599906298],[-124.780504,48.228579999062916],[-124.786698,48.22820799906292],[-124.795053,48.226718999062925],[-124.805015,48.22431599906292],[-124.813965,48.221000999062895],[-124.821453,48.21758499906288],[-124.827681,48.21382999906288],[-124.83821,48.204022999062836],[-124.845666,48.19489299906279],[-124.848252,48.188199999062775],[-124.848974,48.181372999062745],[-124.848537,48.17400499906272],[-124.846997,48.16771999906269],[-124.843131,48.15842899906266],[-124.839183,48.15288899906264],[-124.832672,48.14772199906264],[-124.831594,48.142652999062605],[-124.827688,48.134745999062574],[-124.824046,48.12930799906257],[-124.816258,48.12175899906252],[-124.803905,48.1142879990625],[-124.800341,48.10485899906247],[-124.794921,48.09697499906243],[-124.789702,48.09087099906242],[-124.785187,48.0871149990624],[-124.787046,48.08328599906239],[-124.788002,48.07596599906237],[-124.787754,48.06831099906234],[-124.786103,48.06132899906232],[-124.792526,48.05527799906229],[-124.796639,48.049465999062264],[-124.799248,48.04412399906225],[-124.801155,48.037808999062236],[-124.798852,48.02360999906218],[-124.796999,48.01793799906216],[-124.799055,48.01484699906216],[-124.80091,48.00846499906212],[-124.801061,48.00393199906211],[-124.802764,47.9997889990621],[-124.803254,47.99401299906208],[-124.80321,47.98674899906206],[-124.801425,47.979179999062026],[-124.799038,47.972543999062005],[-124.795204,47.96650599906198],[-124.791162,47.961704999061965],[-124.787553,47.95888099906195],[-124.776865,47.95208099906193],[-124.768443,47.94806699906192],[-124.758185,47.94397799906189],[-124.760157,47.93404499906187],[-124.760611,47.92728499906185],[-124.758054,47.91803699906181],[-124.753795,47.91052299906178],[-124.743047,47.900084999061754],[-124.739659,47.89754999906175],[-124.725012,47.889520999061716],[-124.720858,47.88830299906171],[-124.714401,47.879017999061695],[-124.716535,47.87835199906168],[-124.714865,47.87239499906166],[-124.711263,47.86402999906163],[-124.706861,47.85772099906161],[-124.700406,47.85119499906158],[-124.697066,47.848528999061585],[-124.688597,47.84314699906156],[-124.681208,47.83961699906155],[-124.665387,47.833631999061524],[-124.660998,47.82993599906152],[-124.654062,47.8252769990615],[-124.649006,47.8225569990615],[-124.641839,47.81942399906147],[-124.63971,47.81530799906147],[-124.634572,47.80827299906145],[-124.630265,47.80392199906143],[-124.623179,47.798420999061406],[-124.618465,47.79308499906139],[-124.614506,47.78950199906138],[-124.608093,47.784851999061374],[-124.603372,47.77670999906134],[-124.597603,47.77019899906133],[-124.592815,47.76608399906131],[-124.584504,47.76059999906129],[-124.575905,47.75641899906128],[-124.572465,47.75077699906125],[-124.569206,47.74674299906125],[-124.564215,47.74184499906123],[-124.561359,47.73605699906122],[-124.554825,47.727553999061186],[-124.548622,47.721979999061176],[-124.540302,47.71644499906115],[-124.545252,47.712420999061145],[-124.551186,47.70609599906112],[-124.554198,47.701802999061115],[-124.559406,47.69578299906109],[-124.562468,47.69097899906107],[-124.56565,47.683672999061045],[-124.566869,47.67850799906103],[-124.567282,47.673285999061015],[-124.566155,47.66400099906099],[-124.564288,47.658468999060965],[-124.559089,47.64955899906094],[-124.552256,47.642172999060925],[-124.547847,47.638457999060904],[-124.539586,47.632953999060895],[-124.534476,47.63029499906088],[-124.522141,47.62558799906087],[-124.509965,47.62274199906087],[-124.502373,47.62173699906085],[-124.490828,47.62117199906087],[-124.484383,47.62129299906086],[-124.475438,47.622097999060855],[-124.461402,47.62495999906087],[-124.460362,47.61831299906085],[-124.458976,47.61405599906083],[-124.45512,47.606612999060815],[-124.455784,47.599655999060786],[-124.455337,47.59443499906077],[-124.453801,47.58842299906075],[-124.449757,47.58015399906072],[-124.445125,47.57404699906071],[-124.440016,47.56903899906069],[-124.435571,47.55194499906065],[-124.433788,47.542978999060615],[-124.430968,47.53293499906059],[-124.429553,47.53294899906059],[-124.421993,47.4998019990605],[-124.417057,47.481537999060436],[-124.417057,47.478840999060445],[-124.420561,47.47545299906043],[-124.42173,47.468676999060406],[-124.42056,47.45597199906037],[-124.406542,47.42802099906029],[-124.411215,47.423784999060274],[-124.419392,47.41446799906025],[-124.421728,47.40684499906021],[-124.421728,47.393292999060186],[-124.419392,47.38397599906017],[-124.41355,47.368729999060115],[-124.40771,47.35771999906009],[-124.399532,47.34077899906005],[-124.391354,47.32976599906002],[-124.384739,47.32497099905999],[-124.359644,47.30933599905995],[-124.359992,47.302971999059935],[-124.359072,47.29278499905992],[-124.355931,47.28465099905988],[-124.351299,47.27638999905987],[-124.344203,47.26884799905985],[-124.33605,47.261604999059834],[-124.324721,47.25586499905981],[-124.315218,47.251523999059806],[-124.308749,47.24980699905979],[-124.306367,47.2480829990598],[-124.301696,47.23368299905976],[-124.295855,47.212505999059694],[-124.287678,47.19302299905964],[-124.279501,47.1743889990596],[-124.27366,47.165070999059566],[-124.272492,47.16083599905957],[-124.27366,47.15490699905956],[-124.273659,47.14813099905954],[-124.270155,47.13881399905951],[-124.265482,47.12780199905948],[-124.25964,47.116789999059456],[-124.254457,47.104824999059424],[-124.251291,47.0966539990594],[-124.249306,47.08450899905937],[-124.24939,47.07864299905936],[-124.248316,47.07084599905935],[-124.246356,47.06408099905932],[-124.24413,47.05864799905932],[-124.243935,47.032946999059256],[-124.244013,47.01885599905922],[-124.241539,46.999807999059165],[-124.2429,46.98981999905915],[-124.245622,46.97897099905913],[-124.246983,46.9681229990591],[-124.249705,46.95628799905907],[-124.249705,46.94642599905905],[-124.248343,46.93063599905902],[-124.246642,46.91781299905898],[-124.24392,46.90893699905896],[-124.239837,46.90006299905895],[-124.234393,46.89118799905893],[-124.226226,46.88527099905891],[-124.209469,46.87481299905889],[-124.206831,46.87072299905887],[-124.198665,46.85395399905884],[-124.194581,46.844091999058826],[-124.191859,46.83225499905879],[-124.187776,46.82041799905877],[-124.181203,46.79373599905871],[-124.175131,46.793731999058714],[-124.172389,46.77510499905868],[-124.170923,46.75849099905864],[-124.171537,46.7471639990586],[-124.169526,46.734724999058585],[-124.167959,46.72871799905858],[-124.163138,46.71881399905856],[-124.157006,46.702244999058514],[-124.156663,46.69873999905852],[-124.154746,46.69088699905849],[-124.151717,46.68423299905849],[-124.148479,46.67918399905847],[-124.14526,46.67047399905845],[-124.14882,46.66098599905845],[-124.149743,46.65356699905843],[-124.14938,46.64746899905842],[-124.146817,46.638062999058405],[-124.143287,46.63116399905838],[-124.143228,46.62454999905837],[-124.142563,46.61561999905836],[-124.143013,46.60691199905833],[-124.14211,46.59868499905833],[-124.142269,46.59359399905832],[-124.141779,46.585217999058294],[-124.139948,46.57722699905828],[-124.139352,46.57004099905827],[-124.137083,46.55799799905824],[-124.135298,46.542298999058225],[-124.135338,46.531033999058195],[-124.134261,46.51946599905818],[-124.133393,46.506825999058144],[-124.133933,46.49574099905813],[-124.133627,46.48828499905812],[-124.132432,46.478075999058106],[-124.132297,46.469228999058096],[-124.131672,46.46372499905807],[-124.131624,46.45509599905807],[-124.13021,46.437320999058024],[-124.129957,46.426958999058016],[-124.130302,46.42293199905801],[-124.130532,46.40831599905798],[-124.131398,46.39086199905795],[-124.132024,46.384144999057945],[-124.132011,46.37792599905792],[-124.132936,46.3661699990579],[-124.135207,46.34936799905787],[-124.139626,46.34016799905787],[-124.141481,46.33518099905786],[-124.143207,46.32865999905785],[-124.144051,46.32194699905784],[-124.146733,46.317055999057835],[-124.148991,46.311053999057826],[-124.150186,46.30637899905782],[-124.153494,46.3020519990578],[-124.154332,46.2952249990578],[-124.156932,46.29159199905779],[-124.159427,46.28644699905779],[-124.160714,46.282009999057784],[-124.162552,46.27172699905776],[-124.16234,46.26809899905776],[-124.159546,46.26113199905775],[-124.129397,46.26183799905775],[-124.066152,46.26296299905775],[-124.035951,46.26418299905775],[-124.03492,46.264834999057754],[-124.03568,46.27147399905776],[-124.033645,46.27439499905776],[-124.03376,46.27732499905776],[-124.036641,46.280068999057775],[-124.038797,46.28367499905779],[-124.038626,46.28584099905779],[-124.035599,46.2968429990578],[-124.030129,46.29874799905781],[-124.024877,46.299098999057804],[-124.014875,46.2931649990578],[-124.009672,46.28321599905778],[-124.005145,46.277686999057764],[-124.003616,46.27470899905777],[-124.001262,46.27401199905776],[-123.993298,46.273644999057765],[-123.985992,46.27275499905776],[-123.976275,46.26990699905777],[-123.963396,46.26339699905775],[-123.957619,46.26015499905774],[-123.946409,46.24982399905773],[-123.930477,46.23880499905771],[-123.871869,46.23494899905771],[-123.815136,46.24982699905773],[-123.809473,46.25007199905774],[-123.793423,46.252459999057734],[-123.784264,46.25324199905774],[-123.778124,46.254249999057734],[-123.751253,46.265036999057756],[-123.741449,46.269154999057754],[-123.710153,46.25814599905774],[-123.688115,46.250104999057726],[-123.648775,46.25880299905775],[-123.626248,46.25767099905776],[-123.586954,46.25588999905774],[-123.55048,46.258764999057746],[-123.538092,46.260609999057756],[-123.526391,46.26340399905775],[-123.516429,46.26608799905776],[-123.501245,46.270989999057754],[-123.479644,46.269130999057765],[-123.474844,46.26783099905776],[-123.468743,46.26453099905775],[-123.458743,46.25703099905775],[-123.447592,46.24983199905772],[-123.434331,46.2360529990577],[-123.427629,46.2293479990577],[-123.430167,46.19187199905764],[-123.430987,46.18157099905763],[-123.411124,46.168078999057606],[-123.390404,46.154427999057596],[-123.379524,46.15099299905759],[-123.371433,46.14637199905758],[-123.361459,46.14631999905759],[-123.346438,46.14506099905758],[-123.339436,46.14623199905758],[-123.328893,46.14560099905758],[-123.318935,46.145631999057585],[-123.301034,46.14463199905759],[-123.284434,46.14453199905758],[-123.280166,46.14484299905759],[-123.263439,46.151501999057594],[-123.259234,46.15405499905759],[-123.251233,46.1565619990576],[-123.242026,46.1609679990576],[-123.232326,46.163800999057614],[-123.22293,46.16744399905762],[-123.213054,46.172540999057624],[-123.166416,46.188978999057646],[-123.126229,46.186109999057635],[-123.115904,46.18526799905765],[-123.108242,46.17932399905763],[-123.105021,46.177675999057634],[-123.051064,46.15359899905759],[-123.043418,46.14755599905759],[-123.039405,46.14570199905758],[-123.03382,46.144335999057574],[-123.022147,46.13910999905756],[-123.009436,46.13604299905757],[-123.004233,46.13382299905756],[-122.990895,46.12431799905756],[-122.964512,46.10585499905753],[-122.962681,46.104816999057526],[-122.93042,46.093332999057516],[-122.904119,46.0837339990575],[-122.884478,46.06027999905747],[-122.878091,46.03127999905743],[-122.876218,46.030150999057426],[-122.856158,46.01446899905741],[-122.837638,45.98082099905737],[-122.813999,45.96098299905735],[-122.806187,45.93241599905731],[-122.8115,45.912723999057285],[-122.798091,45.88433299905726],[-122.785026,45.867698999057254],[-122.785696,45.84421599905723],[-122.795963,45.82502399905721],[-122.795605,45.8099999990572],[-122.769532,45.78058299905716],[-122.761451,45.75916299905714],[-122.760108,45.73441299905712],[-122.762611,45.72823699905711],[-122.772511,45.699636999057084],[-122.774511,45.680436999057065],[-122.76381,45.657137999057056],[-122.738109,45.644137999057044],[-122.713309,45.637437999057035],[-122.690999,45.62473399905702],[-122.675001,45.61802499905702],[-122.643907,45.60973899905701],[-122.607706,45.60813899905701],[-122.602106,45.607439999057],[-122.581406,45.60393999905701],[-122.545876,45.596191999057005],[-122.523668,45.589631999057005],[-122.505332,45.586032999057004],[-122.492259,45.583279999056984],[-122.475059,45.57846499905699],[-122.453891,45.56731199905699],[-122.438674,45.56358499905697],[-122.418354,45.566656999056974],[-122.410706,45.56763299905699],[-122.391802,45.574540999056985],[-122.380302,45.57594099905698],[-122.372226,45.573904999057],[-122.352802,45.56944099905699],[-122.331502,45.548240999056965],[-122.296601,45.543640999056976],[-122.294901,45.543540999056965],[-122.266701,45.54384099905696],[-122.262625,45.54432099905696],[-122.248993,45.54774499905697],[-122.249217,45.54865299905697],[-122.241349,45.55073699905697],[-122.200791,45.56511099905698],[-122.182864,45.57678099905698],[-122.141613,45.58400299905699],[-122.112317,45.581336999056994],[-122.10175,45.583168999056994],[-122.044299,45.60953499905702],[-122.021054,45.61477999905703],[-122.003554,45.615946999057016],[-121.983007,45.62288799905702],[-121.96308,45.63289099905703],[-121.955775,45.643585999057045],[-121.951691,45.64483599905704],[-121.944908,45.64437799905704],[-121.934987,45.64423099905704],[-121.908134,45.65455799905705],[-121.900767,45.66201599905705],[-121.901745,45.67066899905706],[-121.867021,45.69339099905707],[-121.811184,45.7067149990571],[-121.735073,45.69400199905707],[-121.707295,45.69483599905709],[-121.668406,45.70511399905709],[-121.631323,45.704696999057084],[-121.532934,45.72650399905711],[-121.499098,45.720746999057106],[-121.493117,45.7176339990571],[-121.462795,45.70128199905708],[-121.423962,45.69407399905708],[-121.40174,45.69289299905709],[-121.372573,45.70303299905709],[-121.337712,45.70483899905709],[-121.312296,45.699838999057086],[-121.287296,45.68686699905707],[-121.248962,45.67775599905706],[-121.215768,45.67122799905706],[-121.200351,45.64983899905704],[-121.195184,45.62956099905703],[-121.196459,45.61660999905702],[-121.183684,45.60644999905701],[-121.167852,45.60609799905701],[-121.145583,45.60794499905702],[-121.139386,45.61204499905703],[-121.131833,45.60975299905701],[-121.122408,45.61607299905701],[-121.117177,45.61820099905702],[-121.12011,45.62316499905702],[-121.084863,45.647931999057036],[-121.06446,45.65249099905704],[-121.033823,45.65096299905706],[-121.00737,45.653196999057045],[-120.983494,45.64835799905703],[-120.977819,45.64939699905705],[-120.953115,45.656741999057054],[-120.944018,45.65639199905704],[-120.913608,45.63999199905704],[-120.895822,45.642922999057035],[-120.855415,45.67172899905705],[-120.788574,45.68642399905708],[-120.728626,45.7053189990571],[-120.704144,45.711671999057096],[-120.689535,45.7157269990571],[-120.66928,45.72988299905711],[-120.635051,45.745710999057124],[-120.62289,45.74622999905712],[-120.591144,45.74650899905713],[-120.559287,45.73831499905712],[-120.522735,45.7102869990571],[-120.505743,45.69994899905708],[-120.482615,45.69440699905708],[-120.403651,45.69944399905709],[-120.326332,45.71141999905709],[-120.283431,45.721164999057095],[-120.210774,45.72591499905711],[-120.170603,45.76197999905715],[-120.14148,45.773207999057156],[-120.070236,45.78515599905716],[-120.014837,45.807119999057186],[-119.965772,45.8243759990572],[-119.907245,45.8281759990572],[-119.849343,45.84017999905722],[-119.802705,45.84762999905722],[-119.772854,45.84572699905722],[-119.669974,45.856907999057235],[-119.623628,45.905601999057296],[-119.600543,45.919548999057305],[-119.571602,45.925477999057314],[-119.524519,45.90856699905728],[-119.488083,45.90636099905729],[-119.450398,45.9173809990573],[-119.364498,45.9215469990573],[-119.332438,45.93078899905731],[-119.322574,45.93307199905733],[-119.286062,45.93741999905732],[-119.257072,45.939866999057315],[-119.225631,45.93279699905732],[-119.19552,45.92789999905731],[-119.169191,45.92770299905732],[-119.126322,45.93278399905732],[-119.093294,45.942722999057324],[-119.061497,45.958541999057346],[-119.027215,45.96911199905736],[-119.008651,45.97922299905737],[-118.987258,45.99985499905739],[-118.976291,46.00041699905739],[-118.890406,46.00062799905739],[-118.817896,46.000804999057394],[-118.775825,46.00110399905739],[-118.725242,46.0011569990574],[-118.678832,46.0010689990574],[-118.612763,46.0010509990574],[-118.583945,46.00091599905739],[-118.555233,46.0011339990574],[-118.523172,46.000954999057384],[-118.472545,46.0009629990574],[-118.371596,46.000609999057396],[-118.308875,46.0005819990574],[-118.210964,46.00062499905739],[-118.158487,46.000518999057384],[-118.137469,46.00060799905739],[-118.057864,46.000567999057395],[-118.006598,46.000575999057396],[-117.924278,46.00038399905739],[-117.90171,46.00020399905738],[-117.838114,46.000115999057385],[-117.730061,45.99981399905739],[-117.682138,45.9997879990574],[-117.635579,45.999290999057386],[-117.614328,45.9992179990574],[-117.58879,45.998592999057394],[-117.51986,45.9983299990574],[-117.479751,45.997782999057385],[-117.444928,45.998390999057385],[-117.4058,45.99848299905739],[-117.385431,45.998191999057404],[-117.356122,45.99656899905739],[-117.354005,45.99656299905739],[-117.337909,45.998574999057396],[-117.273265,45.9982819990574],[-117.259921,45.99848199905739],[-117.126148,45.99789899905739],[-117.080374,45.99754699905739],[-117.061459,45.9972069990574],[-117.038144,45.9971479990574],[-116.988074,45.9968069990574],[-116.933416,45.996070999057395],[-116.916071,45.99535699905738],[-116.919275,45.999798999057404],[-116.918656,46.0026209990574],[-116.920089,46.0061879990574],[-116.921719,46.01594199905741],[-116.923592,46.01895499905742],[-116.92759,46.020397999057415],[-116.929944,46.023647999057424],[-116.93067,46.02922299905743],[-116.929589,46.03417599905744],[-116.931633,46.039627999057444],[-116.935254,46.04320699905745],[-116.937958,46.04401199905745],[-116.94028,46.04668699905746],[-116.94229,46.050973999057454],[-116.943451,46.05515699905747],[-116.942793,46.06111499905747],[-116.949286,46.06840599905749],[-116.955303,46.07284999905749],[-116.957866,46.07545699905749],[-116.960403,46.07628999905748],[-116.963244,46.075746999057486],[-116.97104,46.077033999057484],[-116.979353,46.0804869990575],[-116.981952,46.08484699905751],[-116.982465,46.09193499905751],[-116.978845,46.09584899905752],[-116.974041,46.09765799905753],[-116.959694,46.09901299905752],[-116.955424,46.10186099905753],[-116.954266,46.106561999057526],[-116.951335,46.110886999057534],[-116.951123,46.118630999057544],[-116.949614,46.121070999057544],[-116.950365,46.12336999905756],[-116.948205,46.126124999057566],[-116.943819,46.128698999057555],[-116.940561,46.13264999905756],[-116.935321,46.136410999057574],[-116.934219,46.13975899905757],[-116.935623,46.142396999057574],[-116.935854,46.14526899905758],[-116.93461,46.15415099905759],[-116.9295,46.15757699905761],[-116.924371,46.15961799905761],[-116.922126,46.162019999057605],[-116.92135,46.164513999057604],[-116.922341,46.16877399905761],[-116.926569,46.17283699905762],[-116.932734,46.17324299905762],[-116.935957,46.17522699905763],[-116.939836,46.17974299905763],[-116.93984,46.18188399905763],[-116.942083,46.18524599905764],[-116.943726,46.18584899905765],[-116.94963,46.19167599905765],[-116.960857,46.198335999057655],[-116.965384,46.20312199905767],[-116.966617,46.20734699905766],[-116.966306,46.20919499905767],[-116.960743,46.21755199905769],[-116.956655,46.225025999057685],[-116.955381,46.23031399905771],[-116.957647,46.23500699905771],[-116.957742,46.239196999057704],[-116.959236,46.24316499905772],[-116.962369,46.24781799905773],[-116.964871,46.25445599905773],[-116.968266,46.25905899905775],[-116.974809,46.26549899905776],[-116.986558,46.27237399905776],[-116.990825,46.27620299905777],[-116.990867,46.28085499905778],[-116.985583,46.288496999057784],[-116.984804,46.29308799905779],[-116.988766,46.29880799905781],[-116.99555,46.30227199905781],[-117.00171,46.30432899905782],[-117.006387,46.304788999057806],[-117.015409,46.31058299905782],[-117.020581,46.314788999057825],[-117.023073,46.31985799905784],[-117.023351,46.32477399905783],[-117.022925,46.33462699905786],[-117.027001,46.33829599905787],[-117.033484,46.34123699905788],[-117.049505,46.343009999057884],[-117.056647,46.34581099905787],[-117.060981,46.34928499905789],[-117.062788,46.353604999057886],[-117.062778,46.365174999057906],[-117.060075,46.36921299905792],[-117.05179,46.375672999057926],[-117.048229,46.377675999057935],[-117.045762,46.381808999057924],[-117.042145,46.391259999057944],[-117.041896,46.394918999057964],[-117.039512,46.40040999905797],[-117.03857,46.40548199905798],[-117.035399,46.410327999057984],[-117.034626,46.417844999058],[-117.037013,46.423268999057996],[-117.039766,46.42588699905802],[-117.039706,46.441826999058044],[-117.039842,46.48378199905811],[-117.039693,46.50754399905815],[-117.039765,46.53599499905821],[-117.039639,46.57312599905828],[-117.039755,46.62805399905838],[-117.039669,46.642457999058394],[-117.0398,46.660417999058446],[-117.039796,46.700242999058524],[-117.039939,46.74928499905862],[-117.039658,46.77357099905867],[-117.039785,46.7871979990587],[-117.039667,46.80129699905873],[-117.03982,46.81899999905876],[-117.039658,46.830414999058796],[-117.039812,46.85943099905886],[-117.039647,46.87385099905888],[-117.039405,46.917173999058974],[-117.039555,46.93159999905902],[-117.039736,47.004565999059174],[-117.039981,47.03435799905925],[-117.039726,47.04897199905929],[-117.039846,47.063398999059324],[-117.039683,47.12311899905947],[-117.0398,47.14999499905954],[-117.039691,47.167092999059584],[-117.039748,47.203827999059676],[-117.03965,47.236784999059765],[-117.039878,47.25927199905983],[-117.039938,47.2886899990599],[-117.039906,47.332708999060024],[-117.039775,47.34721399906006],[-117.039834,47.41250099906024],[-117.039799,47.45433999906036],[-117.04019,47.521300999060564],[-117.040821,47.550541999060634],[-117.041092,47.58527899906074],[-117.04085,47.614366999060834],[-117.041059,47.62706799906088],[-117.041325,47.66007599906097],[-117.041308,47.67673999906102],[-117.041633,47.67795699906104],[-117.041783,47.70071599906111],[-117.041761,47.7311099990612],[-117.04214,47.75819999906128],[-117.042149,47.80417699906144],[-117.041943,47.81794999906148],[-117.042112,47.82954499906153],[-117.042301,47.89068499906171],[-117.042044,47.919312999061816],[-117.042308,47.96265599906197],[-117.04209,47.97801299906201],[-117.041995,48.00676299906212],[-117.04212,48.031145999062204],[-117.041962,48.035472999062236],[-117.041794,48.064996999062316],[-117.041512,48.06951299906234],[-117.041107,48.12490399906254],[-117.039734,48.169058999062706],[-117.039356,48.18538899906276],[-117.038602,48.207938999062854],[-117.037758,48.24987499906301],[-117.036302,48.31767899906327],[-117.035316,48.36641899906345],[-117.035086,48.38520999906353],[-117.035348,48.430182999063696],[-117.035425,48.499913999063985],[-117.035037,48.544277999064164],[-117.034529,48.60831599906444],[-117.034635,48.62676399906451],[-117.034358,48.628522999064515],[-117.033671,48.65692299906464],[-117.033276,48.70513599906485],[-117.033335,48.74991999906504],[-117.032742,48.81200999906531],[-117.03235,48.85656999906551],[-117.032107,48.874925999065596],[-117.032201,48.92603899906583],[-117.032345,48.99920099906616]]],""type"":""Polygon""}",2022,53,Washington,USA,state,WA,,01779804
